,id,first_name,web_name,team,team_code,now_cost,photo,total_points,value_season,minutes,ict_index_rank,element_type,bps,influence,creativity,threat,goals_scored,expected_goals,assists,expected_assists,form,selected_by_percent,selected_rank,chance_of_playing_next_round,chance_of_playing_this_round,expected_goals_per_90,expected_assists_per_90,influence_rank,creativity_rank,threat_rank,position,team_name,average_points,average_minutes,avg_points_per_min,goals_scored_last_season,goals_conceded_last_season,assists_last_season,minutes_last_season,clean_sheets_last_season,total_points_last_season,ict_index_last_season,influence_last_season,threat_last_season,creativity_last_season,red_cards_last_season,yellow_cards_last_season,starts_last_season,saves_last_season,penalties_saved_last_season,penalties_missed_last_season,average_win_perc_first_10
325,279,Rodrigo,Muniz,10,54,45,244042.jpg,1,0.2,4,534,4,3,0.0,0.0,0.0,0,0.00,0,0.00,0.3,0.4,242,100.0,,0.0,0.0,524,524,500,Attacker,Fulham,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.34840472745645157
326,280,João,J.Palhinha,10,54,50,154296.jpg,10,2.0,113,133,3,33,59.6,1.5,22.0,1,0.17,0,0.02,3.3,0.2,353,100.0,100.0,0.14,0.02,60,266,115,Midfielder,Fulham,0,0,0,3,43,0,3108,9,83,105.5,570.2,338.0,142.8,9,14,35,0,0,0,0.34840472745645157
327,281,Tim,Ream,10,54,45,82514.jpg,5,1.1,153,283,2,29,15.8,2.4,2.0,0,0.00,0,0.01,1.7,0.4,237,100.0,0.0,0.0,0.01,223,250,244,Defender,Fulham,0,0,0,1,44,0,2898,8,98,74.8,604.2,76.0,65.2,8,2,33,0,0,0,0.34840472745645157
328,282,Harrison,Reed,10,54,49,153366.jpg,8,1.6,176,97,3,35,43.2,60.6,4.0,0,0.00,1,0.19,2.7,0.7,197,100.0,,0.0,0.1,107,35,223,Midfielder,Fulham,0,0,0,3,44,4,2868,9,107,125.8,484.4,266.0,507.3,9,5,35,0,0,0,0.34840472745645157
329,283,Antonee,Robinson,10,54,45,169528.jpg,8,1.8,270,148,2,48,47.2,21.9,6.0,0,0.00,0,0.12,2.7,0.7,198,100.0,,0.0,0.04,94,134,205,Defender,Fulham,0,0,0,0,44,2,3088,9,93,106.3,573.2,61.0,427.4,9,8,35,0,0,0,0.34840472745645157
330,284,Marek,Rodák,10,54,40,155529.jpg,-1,-0.2,0,378,1,-3,0.0,0.0,0.0,0,0.00,0,0.00,-0.3,0.4,245,100.0,,0.0,0.0,367,355,312,Goalkeeper,Fulham,0,0,0,0,2,0,180,1,7,1.9,19.0,0.0,0.0,1,0,2,2,0,0,0.34840472745645157
331,285,Kenny,Tete,10,54,45,167074.jpg,6,1.3,265,160,2,44,48.0,20.8,0.0,0,0.00,0,0.09,2.0,0.6,208,100.0,,0.0,0.03,91,146,467,Defender,Fulham,0,0,0,1,36,5,2569,7,90,120.9,670.2,145.0,391.4,7,8,29,0,0,0,0.34840472745645157
332,286,Tosin,Tosin,10,54,44,109646.jpg,1,0.2,1,305,2,5,12.0,0.0,0.0,0,0.00,0,0.00,0.3,0.1,461,100.0,,0.0,0.0,246,440,401,Defender,Fulham,0,0,0,1,39,0,2084,3,49,73.4,514.4,128.0,90.1,3,4,23,0,0,0,0.34840472745645157
333,287,Carlos Vinícius,Vinícius,10,54,49,245824.jpg,0,0.0,0,618,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,2.7,109,100.0,,0.0,0.0,611,610,598,Attacker,Fulham,0,0,0,5,20,2,1098,1,72,73.1,244.0,374.0,118.6,1,3,11,0,0,0,0.34840472745645157
334,288,Harry,Wilson,10,54,55,153682.jpg,7,1.3,250,103,3,26,21.8,54.5,32.0,0,0.15,0,0.34,2.3,0.2,329,100.0,,0.05,0.12,198,47,91,Midfielder,Fulham,0,0,0,2,15,5,1085,2,68,57.7,215.2,178.0,184.1,2,1,13,0,0,0,0.34840472745645157
335,558,Raúl,Raúl,10,54,54,102057.jpg,4,0.7,232,173,4,9,23.0,5.9,36.0,0,0.31,0,0.13,1.3,0.9,172,100.0,,0.12,0.05,195,227,77,Attacker,Fulham,57.666666666666664,1431.0,0.04029815979501514,0,18,2,839,2,29,46.7,74.6,277.0,117.1,2,0,8,0,0,0,0.34840472745645157
336,591,Willian,Willian,10,54,54,47431.jpg,1,0.2,67,291,3,1,3.0,13.9,1.0,0,0.07,0,0.04,0.3,0.4,258,75.0,75.0,0.09,0.05,314,175,276,Midfielder,Fulham,64.66666666666667,1175.0,0.055035460992907806,5,22,7,2127,9,116,160.8,455.8,449.0,703.4,9,2,25,0,0,0,0.34840472745645157
337,610,Calvin,Bassey,10,54,45,232892.jpg,-1,-0.2,105,306,2,4,10.6,0.8,0.0,0,0.00,0,0.00,-0.3,0.3,278,100.0,,0.0,0.0,258,282,494,Defender,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34840472745645157
338,625,Luc,De Fougerolles,10,54,40,547686.jpg,0,0.0,0,448,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,496,100.0,,0.0,0.0,438,426,387,Defender,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34840472745645157
339,651,Jay,Stansfield,10,54,45,490146.jpg,0,0.0,0,565,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,546,100.0,,0.0,0.0,556,556,537,Attacker,Fulham,0,0,0,0,2,1,85,0,7,6.7,8.4,46.0,12.8,0,0,1,0,0,0,0.34840472745645157
340,652,Matthew,Dibley-Dias,10,54,45,515023.jpg,0,0.0,0,577,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,656,100.0,,0.0,0.0,568,568,551,Midfielder,Fulham,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.34840472745645157
341,662,Adama,Adama,10,54,50,159533.jpg,2,0.4,23,224,3,1,5.2,0.4,37.0,0,0.12,0,0.00,1.0,0.0,529,100.0,,0.47,0.0,295,306,76,Midfielder,Fulham,68.0,1728.6666666666667,0.039336675665252605,2,30,4,1477,2,66,91.7,270.2,261.0,388.2,2,2,12,0,0,0,0.34840472745645157
342,683,Luke,Harris,10,54,45,515024.jpg,0,0.0,0,578,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,683,100.0,,0.0,0.0,569,569,552,Midfielder,Fulham,0,0,0,0,1,0,10,0,3,0.2,0.6,0.0,1.6,0,0,0,0,0,0,0.34840472745645157
343,289,Adrián,Adrián,11,14,40,60706.jpg,0,0.0,0,354,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.3,262,100.0,,0.0,0.0,343,330,287,Goalkeeper,Liverpool,3.6666666666666665,90.0,0.04074074074074074,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7235796805533647
344,290,Trent,Alexander-Arnold,11,14,79,169187.jpg,4,0.5,255,85,2,33,32.0,46.2,38.0,0,0.13,0,0.36,1.3,13.5,30,100.0,100.0,0.05,0.13,160,58,73,Defender,Liverpool,174.66666666666666,2934.6666666666665,0.0595184007269423,2,44,11,2922,10,156,232.2,821.4,262.0,1236.9,10,5,34,0,0,0,0.7235796805533647
345,291,Alisson,A.Becker,11,14,55,116535.jpg,9,1.6,270,189,1,56,55.2,0.0,0.0,0,0.00,0,0.00,3.0,9.2,43,100.0,,0.0,0.0,73,661,656,Goalkeeper,Liverpool,159.33333333333334,3180.0,0.05010482180293501,0,43,1,3330,14,162,97.6,966.4,0.0,10.1,14,1,37,107,1,0,0.7235796805533647
346,292,Stefan,Bajcetic,11,14,49,535928.jpg,0,0.0,0,623,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,502,100.0,,0.0,0.0,618,616,603,Midfielder,Liverpool,0,0,0,1,4,0,522,3,22,22.8,90.2,77.0,61.7,3,2,6,0,0,0,0.7235796805533647
347,293,Darwin,Darwin,11,14,73,447203.jpg,10,1.4,41,301,4,58,4.4,1.3,8.0,2,0.56,0,0.11,3.3,7.5,49,100.0,,1.23,0.24,301,271,200,Attacker,Liverpool,0,0,0,9,22,5,1684,7,100,186.0,458.2,1078.0,336.9,7,1,19,0,0,0,0.7235796805533647
348,294,Diogo,Diogo J.,11,14,80,194634.jpg,17,2.1,172,37,3,48,43.0,35.8,108.0,1,0.76,2,0.27,5.7,3.3,95,100.0,,0.4,0.14,109,89,12,Midfielder,Liverpool,113.66666666666667,1529.3333333333333,0.07432432432432433,7,19,4,1125,5,80,100.6,376.6,391.0,242.6,5,2,12,0,0,0,0.7235796805533647
349,295,Harvey,Elliott,11,14,49,444884.jpg,3,0.6,59,269,3,11,7.0,12.7,4.0,0,0.00,0,0.02,1.0,0.2,325,100.0,,0.0,0.03,284,185,227,Midfielder,Liverpool,24.666666666666668,648.0,0.03806584362139918,1,20,2,1600,5,62,105.5,269.0,378.0,406.1,5,2,18,0,0,0,0.7235796805533647
350,296,Fabio Henrique,Fabinho,11,14,50,116643.jpg,0,0.0,0,632,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,628,0.0,0.0,0.0,0.0,628,626,613,Midfielder,Liverpool,79.33333333333333,2514.3333333333335,0.03155243271907729,0,34,2,2666,11,70,82.5,400.2,109.0,316.4,11,11,31,0,0,0,0.7235796805533647
351,297,Cody,Gakpo,11,14,74,243298.jpg,5,0.7,184,207,4,17,13.6,22.7,13.0,0,0.24,0,0.09,1.7,4.8,78,100.0,,0.12,0.04,237,130,163,Attacker,Liverpool,0,0,0,7,19,3,1455,6,90,112.3,375.6,460.0,292.4,6,0,17,0,0,0,0.7235796805533647
352,298,Joe,Gomez,11,14,45,171287.jpg,2,0.4,71,330,2,8,3.6,0.8,0.0,0,0.01,0,0.00,0.7,0.3,271,100.0,,0.01,0.0,305,281,469,Defender,Liverpool,33.333333333333336,793.3333333333334,0.04201680672268908,0,16,0,1461,8,68,39.7,312.4,38.0,46.1,8,3,15,0,0,0,0.7235796805533647
353,299,Jordan,Henderson,11,14,50,56979.jpg,0,0.0,0,626,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,640,0.0,0.0,0.0,0.0,621,619,606,Midfielder,Liverpool,78.33333333333333,2118.6666666666665,0.03697293895531781,0,30,3,2060,8,69,103.0,315.2,185.0,525.8,8,2,23,0,0,0,0.7235796805533647
354,300,Curtis,Jones,11,14,49,206915.jpg,1,0.2,24,325,3,1,4.6,1.8,0.0,0,0.00,0,0.01,0.3,0.1,448,0.0,0.0,0.0,0.04,300,261,591,Midfielder,Liverpool,47.333333333333336,1015.6666666666666,0.04660321627830653,3,15,1,1029,4,52,75.0,272.8,240.0,238.1,4,2,12,0,0,0,0.7235796805533647
355,301,Caoimhin,Kelleher,11,14,40,200720.jpg,0,0.0,0,389,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.3,277,100.0,,0.0,0.0,378,366,324,Goalkeeper,Liverpool,6.666666666666667,150.0,0.044444444444444446,0,4,0,90,0,2,3.8,38.0,0.0,0.0,0,0,1,6,0,0,0.7235796805533647
356,302,Ibrahima,Konaté,11,14,50,204716.jpg,4,0.8,180,203,2,30,43.0,1.2,6.0,0,0.05,0,0.00,1.3,1.9,134,50.0,50.0,0.02,0.0,108,272,210,Defender,Liverpool,0,0,0,0,22,0,1551,7,49,46.8,285.6,144.0,39.6,7,5,17,0,0,0,0.7235796805533647
357,303,Luis,Luis Díaz,11,14,77,244731.jpg,16,2.1,193,43,3,51,71.2,42.9,61.0,2,1.32,0,0.26,5.3,13.6,29,100.0,,0.62,0.12,36,64,47,Midfielder,Liverpool,0,0,0,4,11,2,991,4,62,85.0,245.4,404.0,200.6,4,2,11,0,0,0,0.7235796805533647
358,304,Alexis,Mac Allister,11,14,60,243016.jpg,1,0.2,223,219,3,22,21.4,21.4,0.0,0,0.00,0,0.28,0.3,6.4,58,100.0,100.0,0.0,0.11,202,141,676,Midfielder,Liverpool,93.66666666666667,2034.0,0.04605047525401508,10,45,2,2882,10,140,221.3,750.8,714.0,746.4,10,8,31,0,0,0,0.7235796805533647
359,305,Joel,Matip,11,14,49,60914.jpg,2,0.4,76,595,2,10,0.0,0.0,0.0,0,0.10,0,0.01,0.7,0.3,290,100.0,,0.12,0.01,586,586,570,Defender,Liverpool,82.66666666666667,1523.6666666666667,0.054255086414351346,1,20,0,1091,3,36,39.6,232.8,102.0,61.9,3,3,12,0,0,0,0.7235796805533647
360,306,Nathaniel,Phillips,11,14,40,197464.jpg,0,0.0,0,386,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,294,100.0,,0.0,0.0,375,363,321,Defender,Liverpool,23.666666666666668,506.6666666666667,0.04671052631578947,0,1,0,65,0,3,3.4,15.4,18.0,1.4,0,0,1,0,0,0,0.7235796805533647
361,307,Andrew,Robertson,11,14,65,122798.jpg,6,0.9,270,94,2,48,46.2,62.8,2.0,0,0.00,0,0.28,2.0,4.2,82,100.0,,0.0,0.09,96,32,272,Defender,Liverpool,156.0,2833.3333333333335,0.055058823529411764,0,34,8,2579,9,121,162.3,549.2,211.0,862.1,9,3,29,0,0,0,0.7235796805533647
362,308,Mohamed,Salah,11,14,125,118748.jpg,15,1.2,251,30,3,49,58.0,53.2,91.0,1,1.69,2,0.54,5.0,27.1,11,100.0,,0.61,0.19,64,52,23,Midfielder,Liverpool,245.0,3041.6666666666665,0.08054794520547946,19,45,13,3290,13,239,365.6,1067.4,1688.0,899.2,13,2,37,0,0,2,0.7235796805533647
363,309,Dominik,Szoboszlai,11,14,70,424876.jpg,9,1.3,270,95,3,53,24.8,53.4,32.0,0,0.21,1,0.17,3.0,4.0,88,100.0,,0.07,0.06,188,51,92,Midfielder,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7235796805533647
364,310,Thiago,Thiago,11,14,49,61558.jpg,0,0.0,0,596,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,327,0.0,0.0,0.0,0.0,587,587,571,Midfielder,Liverpool,51.333333333333336,1543.3333333333333,0.03326133909287257,0,23,0,1252,2,30,59.8,244.4,86.0,265.8,2,2,14,0,0,0,0.7235796805533647
365,311,Konstantinos,Tsimikas,11,14,45,214285.jpg,1,0.2,4,340,2,3,0.2,0.3,0.0,0,0.00,0,0.00,0.3,0.1,402,100.0,,0.0,0.0,332,308,481,Defender,Liverpool,30.666666666666668,547.3333333333334,0.05602923264311815,0,11,4,762,4,48,60.7,183.2,124.0,298.3,4,3,9,0,0,0,0.7235796805533647
366,312,Sepp,Van den Berg,11,14,40,444765.jpg,0,0.0,0,423,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,551,0.0,0.0,0.0,0.0,412,401,361,Defender,Liverpool,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7235796805533647
367,313,Virgil,Virgil,11,14,60,97032.jpg,2,0.3,207,146,2,24,38.6,11.8,26.0,0,0.24,0,0.04,0.7,9.8,39,100.0,,0.1,0.02,133,192,104,Defender,Liverpool,108.33333333333333,2088.3333333333335,0.0518754988028731,3,36,1,2835,11,127,125.4,743.2,389.0,121.0,11,3,32,0,0,0,0.7235796805533647
368,626,Jarell,Quansah,11,14,40,441428.jpg,1,0.2,13,420,2,2,0.0,0.0,0.0,0,0.00,0,0.00,0.3,0.0,504,100.0,,0.0,0.0,409,398,358,Defender,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7235796805533647
369,627,Bobby,Clark,11,14,45,491970.jpg,0,0.0,0,569,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,596,100.0,,0.0,0.0,560,560,541,Midfielder,Liverpool,0,0,0,0,0,0,7,0,1,0.2,0.0,2.0,0.3,0,0,0,0,0,0,0.7235796805533647
370,628,Ben,Doak,11,14,45,496208.jpg,1,0.2,13,341,3,3,0.2,0.8,0.0,0,0.00,0,0.00,0.3,0.1,479,100.0,,0.0,0.0,333,283,544,Midfielder,Liverpool,0,0,0,0,1,0,23,0,2,1.2,5.6,4.0,1.4,0,0,0,0,0,0,0.7235796805533647
371,629,James,McConnell,11,14,45,491501.jpg,0,0.0,0,568,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,616,100.0,,0.0,0.0,559,559,540,Midfielder,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7235796805533647
372,668,Wataru,Endo,11,14,55,158983.jpg,2,0.4,84,321,3,11,6.6,0.8,0.0,0,0.00,0,0.01,1.0,0.0,508,100.0,,0.0,0.01,287,285,659,Midfielder,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7235796805533647
373,52,Marvelous,Nakamba,12,102,45,184704.jpg,3,0.7,180,176,3,20,25.0,33.9,2.0,0,0.01,0,0.03,1.5,1.1,157,100.0,,0.0,0.02,187,94,249,Midfielder,Luton,16.333333333333332,548.6666666666666,0.02976913730255164,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,
374,314,Elijah,Adebayo,12,102,50,174310.jpg,4,0.8,132,239,4,6,6.6,22.7,4.0,0,0.00,0,0.15,2.0,0.9,178,100.0,,0.0,0.1,286,129,231,Attacker,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,315,Mads Juel,Andersen,12,102,40,208904.jpg,1,0.2,88,292,2,11,14.6,0.8,0.0,0,0.00,0,0.00,0.5,0.6,206,100.0,,0.0,0.0,231,278,327,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376,316,Amari'i,Bell,12,102,40,165183.jpg,1,0.2,180,194,2,24,51.6,1.6,0.0,0,0.00,0,0.01,0.5,7.3,51,100.0,,0.0,0.0,82,263,314,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
377,317,Luke,Berry,12,102,49,82738.jpg,1,0.2,2,597,3,3,0.0,0.0,0.0,0,0.00,0,0.00,0.5,0.1,485,100.0,,0.0,0.0,588,588,572,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378,318,Reece,Burke,12,102,40,156658.jpg,1,0.2,76,255,2,9,16.4,10.7,2.0,0,0.00,0,0.01,0.5,0.0,536,100.0,100.0,0.0,0.01,220,204,241,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
379,319,Allan,Campbell,12,102,49,193195.jpg,0,0.0,0,610,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,531,100.0,,0.0,0.0,603,602,587,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
380,320,Jordan,Clark,12,102,50,96784.jpg,0,0.0,0,627,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,641,0.0,0.0,0.0,0.0,623,620,607,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
381,321,Alfie,Doughty,12,102,44,244262.jpg,1,0.2,46,322,2,4,3.4,0.8,2.0,0,0.00,0,0.11,0.5,0.1,382,100.0,,0.0,0.22,308,279,243,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
382,322,Luke,Freeman,12,102,49,49083.jpg,0,0.0,0,591,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,598,0.0,0.0,0.0,0.0,582,582,566,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
383,323,Matt,Macey,12,102,40,113534.jpg,0,0.0,0,369,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.6,217,100.0,,0.0,0.0,358,346,303,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
384,324,John,McAtee,12,102,45,422303.jpg,0,0.0,0,539,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,2.2,125,100.0,,0.0,0.0,529,529,506,Attacker,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
385,325,Carlos,Mendes,12,102,45,453537.jpg,0,0.0,0,549,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,617,0.0,0.0,0.0,0.0,540,541,519,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
386,326,Carlton,Morris,12,102,55,156700.jpg,10,1.8,180,81,4,34,41.0,16.4,62.0,1,1.21,0,0.24,5.0,1.4,146,100.0,,0.6,0.12,120,160,44,Attacker,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
387,327,Admiral,Muskwe,12,102,45,174595.jpg,0,0.0,0,512,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,326,100.0,,0.0,0.0,502,500,472,Attacker,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
388,328,Chiedozie,Ogbene,12,102,50,229164.jpg,2,0.4,27,328,4,6,0.4,0.3,4.0,0,0.00,0,0.00,1.0,0.1,384,100.0,,0.0,0.0,330,312,232,Attacker,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
389,329,Fred,Onyedinma,12,102,50,168035.jpg,0,0.0,0,634,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,674,0.0,0.0,0.0,0.0,630,629,616,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
390,330,Gabriel,Osho,12,102,45,199056.jpg,0,0.0,0,516,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,615,0.0,0.0,0.0,0.0,506,504,477,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
391,331,Aribim,Pepple,12,102,45,490180.jpg,0,0.0,0,566,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,337,0.0,0.0,0.0,0.0,557,557,538,Attacker,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
392,332,Dion,Pereira,12,102,44,243532.jpg,0,0.0,0,486,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,345,100.0,,0.0,0.0,476,465,430,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
393,333,Dan,Potts,12,102,40,108411.jpg,0,0.0,0,365,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,465,0.0,0.0,0.0,0.0,354,342,299,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
394,334,Glen,Rea,12,102,45,165152.jpg,0,0.0,0,508,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,488,100.0,,0.0,0.0,498,496,466,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
395,335,James,Shea,12,102,45,77818.jpg,0,0.0,0,501,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,334,100.0,,0.0,0.0,491,484,453,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
396,336,Joe,Taylor,12,102,45,242500.jpg,0,0.0,0,533,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,317,0.0,0.0,0.0,0.0,523,523,499,Attacker,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397,337,Elliot,Thorpe,12,102,45,232477.jpg,0,0.0,0,528,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,652,0.0,0.0,0.0,0.0,518,518,493,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
398,338,Jack,Walton,12,102,40,207722.jpg,0,0.0,0,391,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,613,0.0,0.0,0.0,0.0,380,368,326,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
399,339,Louie,Watson,12,102,45,223333.jpg,0,0.0,0,526,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.3,267,100.0,,0.0,0.0,516,515,491,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
400,340,Cauley,Woodrow,12,102,45,91046.jpg,1,0.2,2,248,4,7,7.0,20.5,4.0,0,0.00,0,0.37,0.5,0.7,193,100.0,,0.0,16.65,282,148,219,Attacker,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401,553,Ryan,Giles,12,102,45,232351.jpg,1,0.2,180,96,2,26,29.6,62.3,17.0,0,0.06,0,0.26,0.5,0.1,377,100.0,,0.03,0.13,167,33,134,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
402,575,Tom,Lockyer,12,102,45,108796.jpg,0,0.0,180,226,2,20,38.6,0.5,2.0,0,0.00,0,0.02,0.0,0.2,350,100.0,,0.0,0.01,132,300,246,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
403,582,Pelly Ruddock,Mpanzu,12,102,50,104047.jpg,3,0.6,100,299,3,2,1.2,0.6,14.0,0,0.27,0,0.00,1.5,0.1,491,100.0,,0.24,0.0,325,294,155,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404,586,Tahith,Chong,12,102,50,222677.jpg,4,0.8,163,265,3,9,11.8,5.1,8.0,0,0.02,0,0.05,2.0,0.1,415,100.0,,0.01,0.03,248,232,198,Midfielder,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405,602,Issa,Kaboré,12,102,40,476369.jpg,2,0.5,132,241,2,16,4.6,16.6,12.0,0,0.05,0,0.26,1.0,5.8,66,100.0,,0.03,0.18,299,159,164,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
406,614,Thomas,Kaminski,12,102,45,54738.jpg,5,1.1,180,107,1,44,102.4,0.0,0.0,0,0.00,0,0.00,2.5,0.2,343,100.0,,0.0,0.0,16,480,448,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
407,630,Ross,Barkley,12,102,50,88894.jpg,2,0.4,76,307,3,5,0.0,5.0,10.0,0,0.08,0,0.02,1.0,0.1,366,100.0,,0.09,0.02,622,234,180,Midfielder,Luton,30.0,580.0,0.05172413793103448,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,
408,631,Jacob,Brown,12,102,50,242453.jpg,4,0.8,46,240,4,8,5.2,0.6,32.0,0,0.19,1,0.00,2.0,0.2,358,100.0,,0.37,0.0,296,297,90,Attacker,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
409,648,Aidan,Francis-Clarke,12,102,40,552030.jpg,0,0.0,0,449,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,577,100.0,,0.0,0.0,439,427,388,Defender,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
410,665,Tim,Krul,12,102,45,20480.jpg,0,0.0,0,496,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,578,100.0,,0.0,0.0,486,476,442,Goalkeeper,Luton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
